ROOM_ID,LENGTH,WIDTH
Office 266,9,17
Garage 3,41,21
Powder Room 287,22,21
Walkway 330,47,27
Loft 221,5,36
Library 110,21,16
Bedroom 337,36,9
Guest Bedroom 113,1,46
Breakfast Area 272,45,29
Walk-in Closet 24,47,10
Guest Bathroom 310,23,14
Keeping Room 253,17,22
Utility Room 35,37,4
Entryway 171,28,32
Den 5,19,28
Guest Bathroom 194,11,27
Utility Room 341,14,18
Walk-in Closet 244,36,1
Conservatory 65,33,49
Bedroom 18,16,16
Sun Room 173,16,44
Mud Room 183,22,47
Nursery 329,31,45
Foyer 356,7,36
Study 80,36,43
Attic 217,2,31
Foyer 181,41,2
Wine Cellar 247,19,6
Nook 269,16,25
Study 137,6,46
Ballroom 271,6,35
Attic 74,16,17
Bonus Room 18,3,38
Loft 145,21,33
Hallway 100,44,4
Conservatory 152,27,36
Panic Room 105,21,1
Linen Closet 235,17,28
Pantry 18,26,46
Study 275,8,3
Utility Room 138,4,5
Bathroom 279,18,43
Music Room 282,29,27
Keeping Room 297,10,12
Bathroom 131,24,42
Secret Room 279,45,26
Theater 317,13,23
Nursery 328,34,35
Parlor 100,5,48
Foyer 179,10,40
Library 311,7,2
Walk-in Closet 336,29,39
Walkway 324,24,32
Basement 37,16,3
Wine Cellar 46,2,22
Music Room 50,45,1
Game Room 314,32,41
Den 115,33,46
Storage 329,5,34
Foyer 216,10,30
Nook 11,23,10
Office 235,49,22
Mud Room 165,33,21
Guest Bedroom 313,3,25
Closet 127,20,10
Conservatory 296,32,25
Guest Bathroom 304,26,9
Ballroom 153,43,24
Game Room 259,11,39
Game Room 248,9,15
Spare Room 47,35,31
Nursery 183,1,19
Parlor 312,14,16
Bathroom 90,21,39
Bedroom 176,18,34
Keeping Room 51,25,13
Basement 233,21,31
Keeping Room 172,21,2
Music Room 193,36,38
Bedroom 251,8,27
Garage 167,17,8
Nook 241,46,14
Powder Room 187,18,30
Theater 296,23,28
Walkway 245,20,42
Bathroom 122,28,32
Loft 118,1,46
Kitchen 210,17,16
Exercise Room 335,25,16
Theater 258,41,43
Nursery 66,14,34
Attic 125,13,8
Panic Room 211,14,3
Study 230,34,30
Closet 307,24,46
Ballroom 94,8,34
Parlor 156,28,41
Kitchen 140,40,28
Bedroom 14,38,42
Theater 52,29,50
Foyer 14,29,19
Conservatory 234,39,41
Mud Room 209,27,18
Nook 275,43,9
Entryway 59,3,1
Attic 154,8,44
Wine Cellar 208,50,9
Keeping Room 82,16,15
Guest Bathroom 145,8,28
Theater 154,46,41
Mud Room 281,6,46
Nursery 193,30,15
Library 19,48,29
Entryway 280,37,29
Keeping Room 83,41,6
Living Room 275,32,15
Parlor 318,42,41
Kitchen 58,2,38
Powder Room 263,28,8
Closet 292,16,3
Living Room 127,48,38
Living Room 327,10,34
Library 79,20,50
Bathroom 93,37,40
Bar 217,32,40
Bonus Room 197,48,34
Spare Room 114,24,19
Walkway 10,45,20
Hallway 194,22,25
Parlor 117,26,50
Dining Room 171,29,28
Basement 177,4,39
Wine Cellar 289,50,17
Laundry Room 101,25,50
Keeping Room 16,19,41
Walkway 76,30,23
Parlor 14,41,32
Conservatory 237,9,48
Bonus Room 90,29,7
Guest Bedroom 217,42,32
Bathroom 240,22,31
Closet 252,20,20
Linen Closet 78,18,23
Sun Room 86,16,33
Spare Room 298,38,35
Den 335,9,10
Kitchen 328,50,11
Walkway 127,19,36
Conservatory 320,3,22
Bedroom 105,40,11
Game Room 277,44,15
Mud Room 224,23,25
Secret Room 22,18,14
Keeping Room 9,2,10
Garage 117,38,2
Study 116,8,21
Hallway 159,9,29
Bonus Room 89,42,11
Hallway 94,24,47
Mud Room 136,3,25
Guest Bathroom 218,44,34
Bar 308,33,18
Laundry Room 58,15,1
Walkway 144,24,31
Study 253,44,21
Conservatory 259,37,5
Nook 255,50,47
Ballroom 173,28,36
Bathroom 118,33,45
Study 97,14,45
Kitchen 296,38,32
Foyer 196,26,9
Mud Room 66,27,22
Laundry Room 116,5,25
Nook 304,2,43
Mud Room 146,28,31
Office 220,34,37
Foyer 277,15,42
Nook 143,46,47
Attic 287,48,17
Storage 211,10,26
Bar 262,34,20
Wine Cellar 325,28,5
Basement 275,32,17
Storage 46,31,22
Storage 164,21,40
Library 246,46,17
Living Room 126,48,37
Closet 158,15,9
Study 262,20,17
Nook 98,29,18
Basement 138,14,6
Wine Cellar 14,6,24
Bonus Room 97,21,22
Secret Room 317,23,16
Mud Room 284,43,41
Entryway 190,42,42
Theater 226,2,3
Sun Room 58,20,5
Powder Room 84,22,41
Laundry Room 137,32,6
Dining Room 16,12,26
Hallway 255,31,41
Nursery 298,47,12
Hallway 202,33,24
Bathroom 220,32,47
Exercise Room 36,17,13
Nook 176,19,6
Laundry Room 236,38,39
Panic Room 294,27,43
Guest Bedroom 238,14,39
Hallway 267,38,8
Parlor 211,19,6
Music Room 37,48,8
Nursery 289,30,2
Ballroom 175,18,1
Wine Cellar 158,37,22
Breakfast Area 4,44,24
Den 286,34,30
Sun Room 75,25,16
Walkway 286,6,48
Music Room 54,28,9
Study 228,36,30
Ballroom 222,42,24
Theater 306,3,46
Laundry Room 285,47,26
Breakfast Area 141,1,36
Attic 179,50,23
Walk-in Closet 272,18,18
Den 237,39,40
Secret Room 310,8,28
Ballroom 160,5,44
Mud Room 13,20,2
Bar 189,32,25
Sun Room 224,46,25
Bar 170,17,21
Loft 282,9,35
Den 343,23,49
Mud Room 193,36,44
Conservatory 38,36,32
Living Room 63,35,26
Parlor 145,46,31
Breakfast Area 207,13,12
Bedroom 282,28,43
Attic 38,45,13
Powder Room 75,29,49
Utility Room 206,9,42
Loft 211,9,8
Entryway 181,30,48
Garage 189,46,33
Basement 108,3,42
Ballroom 253,50,41
Linen Closet 29,27,50
Closet 164,42,27
Nook 253,34,39
Mud Room 192,37,34
Guest Bathroom 205,28,17
Bedroom 167,28,19
Ballroom 128,32,46
Breakfast Area 34,33,20
Walk-in Closet 280,5,38
Walk-in Closet 81,29,50
Den 292,40,28
Attic 100,37,36
Office 94,5,48
Utility Room 316,4,15
Library 269,40,47
Study 87,8,39
Foyer 38,6,19
Walk-in Closet 175,38,19
Bonus Room 219,17,43
Entryway 150,13,14
Library 34,1,33
Closet 197,29,28
Guest Bathroom 25,34,37
Library 59,12,33
Bedroom 163,46,10
Walkway 269,44,20
Office 24,41,36
Garage 268,14,32
Library 302,27,7
Wine Cellar 317,44,42
Theater 59,26,38
Nook 129,4,48
Laundry Room 54,45,38
Ballroom 179,27,2
Nook 345,46,32
Library 294,38,44
Dining Room 328,25,5
Living Room 25,6,25
Ballroom 246,23,24
Storage 36,32,42
Loft 16,38,5
Walk-in Closet 300,2,34
Kitchen 261,4,44
Keeping Room 78,20,4
Bedroom 236,20,40
Game Room 225,41,22
Utility Room 155,6,29
Living Room 44,40,11
Powder Room 68,44,21
Laundry Room 81,24,4
Powder Room 349,15,4
Kitchen 157,24,46
Keeping Room 79,31,29
Sun Room 175,33,10
Laundry Room 184,28,45
Nursery 285,1,32
Laundry Room 17,37,8
Guest Bathroom 318,23,12
Keeping Room 48,47,7
Spare Room 185,35,19
Spare Room 252,8,21
Entryway 251,15,11
Laundry Room 65,17,7
Sun Room 306,36,46
Bathroom 128,49,12
Storage 233,36,34
Conservatory 24,23,43
Foyer 145,42,33
Bonus Room 20,18,40
Bonus Room 54,30,24
Bedroom 54,12,50
Nook 21,48,15
Office 131,38,36
Conservatory 286,6,5
Keeping Room 324,39,28
Kitchen 126,1,32
Nursery 31,1,10
Living Room 140,8,21
Office 9,16,37
Guest Bedroom 130,27,16
Living Room 340,25,6
Guest Bedroom 50,42,21
Exercise Room 82,32,22
Bonus Room 17,47,30
Bar 326,11,32
Pantry 137,50,35
Bar 114,27,11
Walk-in Closet 251,30,4
Bar 43,38,50
Laundry Room 267,4,46
Breakfast Area 269,37,19
Foyer 112,12,41
Guest Bedroom 337,40,17
Closet 221,18,22
Nook 294,35,49
Breakfast Area 350,19,26
Conservatory 293,5,32
Foyer 261,33,33
Mud Room 276,6,47
Ballroom 86,17,14
Linen Closet 306,45,4
Pantry 57,15,25
Spare Room 33,37,29
Entryway 214,41,7
Conservatory 333,31,14
Exercise Room 93,10,6
Storage 167,29,2
Loft 271,18,40
Kitchen 130,30,31
Exercise Room 296,4,48
Dining Room 273,10,45
Bar 57,40,36
Bar 232,2,34
Hallway 324,4,24
Kitchen 346,8,41
Parlor 261,34,6
Guest Bathroom 33,21,47
Utility Room 306,23,27
Nursery 166,3,18
Parlor 297,22,16
Guest Bedroom 304,21,32
Closet 296,11,34
Pantry 325,31,1
Breakfast Area 27,25,38
Laundry Room 288,3,2
Closet 318,20,36
Parlor 174,45,47
Linen Closet 58,21,14
Conservatory 91,25,22
Loft 14,7,31
Hallway 210,48,4
Nursery 35,28,50
Utility Room 116,50,16
Bar 253,48,19
Conservatory 255,29,32
Bar 87,38,39
Sun Room 81,39,40
Foyer 206,47,40
Guest Bedroom 100,27,39
Garage 36,12,2
Music Room 187,32,44
Utility Room 282,42,26
Storage 324,50,46
Music Room 26,21,24
Nook 331,29,44
Laundry Room 252,10,24
Spare Room 179,32,36
Nursery 37,33,33
Den 219,8,24
Ballroom 114,39,48
Game Room 16,47,9
Hallway 90,22,33
Entryway 302,4,41
Den 69,10,37
Utility Room 257,8,36
Panic Room 278,11,25
Closet 172,27,24
Bedroom 218,10,10
Breakfast Area 183,2,28
Bedroom 190,13,32
Den 17,20,30
Spare Room 42,19,10
Guest Bathroom 287,50,6
Ballroom 238,31,3
Den 233,16,16
Game Room 177,43,44
Game Room 165,47,45
Exercise Room 54,18,39
Guest Bedroom 11,39,32
Wine Cellar 3,45,4
Exercise Room 228,7,44
Parlor 200,48,46
Conservatory 48,42,10
Music Room 5,15,40
Laundry Room 247,37,37
Spare Room 295,44,3
Spare Room 135,15,39
Powder Room 229,46,11
Keeping Room 255,21,4
Secret Room 298,24,11
Bedroom 108,23,45
Game Room 65,49,28
Foyer 148,22,47
Exercise Room 338,21,12
Basement 347,8,39
Sun Room 289,44,27
Spare Room 78,32,22
Loft 142,27,21
Bar 151,23,27
Parlor 245,24,33
Music Room 103,44,8
Ballroom 348,27,49
Breakfast Area 216,12,32
Entryway 102,43,4
Hallway 279,33,11
Pantry 103,4,17
Mud Room 297,50,33
Bar 272,36,43
Powder Room 295,42,41
Bathroom 204,29,49
Walkway 333,11,14
Guest Bathroom 48,30,9
Storage 87,26,21
Living Room 310,41,30
Sun Room 312,11,3
Den 99,22,39
Theater 238,11,48
Nook 80,48,36
Laundry Room 133,47,22
Entryway 185,15,34
Sun Room 243,38,5
Bedroom 253,23,32
Closet 256,9,14
Powder Room 323,36,3
Den 305,26,28
Hallway 333,1,18
Sun Room 136,8,7
Pantry 273,48,22
Spare Room 105,44,4
Office 263,41,44
Bonus Room 68,18,42
Conservatory 294,15,15
Powder Room 223,9,27
Parlor 322,35,45
Walkway 162,39,42
Spare Room 155,11,37
Bedroom 324,20,1
Music Room 78,2,11
Wine Cellar 45,1,35
Sun Room 114,18,25
Attic 92,10,20
Foyer 340,49,45
Secret Room 32,1,2
Closet 134,34,41
Theater 111,14,32
Library 107,35,27
Garage 35,29,43
Entryway 259,49,46
Office 335,29,1
Utility Room 312,29,18
Pantry 99,7,12
Parlor 108,44,48
Guest Bathroom 288,11,27
Spare Room 336,14,40
Nursery 199,26,19
Bar 85,20,18
Walkway 17,31,21
Secret Room 144,36,2
Secret Room 177,41,48
Walk-in Closet 123,41,34
Breakfast Area 136,27,1
Ballroom 329,14,6
Utility Room 3,45,29
Nursery 21,22,43
Guest Bathroom 64,21,37
Kitchen 23,15,26
Wine Cellar 227,37,30
Basement 250,14,1
Bedroom 157,10,45
Panic Room 8,15,15
Panic Room 290,36,34
Entryway 315,4,46
Closet 68,36,11
Living Room 289,34,29
Utility Room 320,26,18
Kitchen 298,9,1
Foyer 105,34,1
Entryway 120,13,28
Den 190,31,30
Laundry Room 83,27,29
Spare Room 112,4,3
Exercise Room 114,18,43
Game Room 147,15,19
Spare Room 165,26,4
Garage 221,49,49
Linen Closet 36,4,17
Bathroom 330,3,42
Parlor 94,46,9
Storage 156,9,14
Guest Bedroom 201,37,15
Spare Room 27,35,17
Storage 250,9,13
Parlor 142,11,39
Powder Room 197,33,6
Laundry Room 14,46,49
Office 197,4,12
Den 30,25,29
Entryway 226,6,27
Office 262,17,27
Theater 286,26,15
Keeping Room 23,50,45
Pantry 180,47,11
Kitchen 166,1,46
Laundry Room 7,39,10
Living Room 16,19,3
Mud Room 61,47,49
Nursery 62,36,42
Nook 238,11,2
Library 163,27,44
Parlor 126,13,8
Basement 104,44,23
Office 32,47,1
Basement 137,9,40
Theater 204,24,3
Living Room 88,17,15
Keeping Room 281,8,39
Library 322,9,39
Ballroom 347,34,5
Garage 10,45,14
Exercise Room 75,27,27
Keeping Room 44,4,1
Guest Bathroom 275,35,18
Music Room 84,18,41
Panic Room 74,9,50
Guest Bathroom 281,48,22
Breakfast Area 304,11,17
Parlor 9,50,47
Office 229,38,15
Bedroom 186,40,43
Den 229,40,30
Conservatory 111,10,36
Exercise Room 98,43,44
Secret Room 126,13,8
Game Room 63,14,44
Foyer 198,40,9
Breakfast Area 118,42,1
Dining Room 21,5,42
Secret Room 127,17,39
Panic Room 186,12,11
Breakfast Area 61,42,8
Conservatory 193,21,19
Basement 220,48,12
Game Room 98,5,1
Guest Bathroom 16,9,50
Secret Room 14,23,36
Den 262,10,35
Pantry 281,14,9
Spare Room 66,20,47
Pantry 66,11,26
Spare Room 194,38,23
Basement 353,32,21
Loft 101,7,23
Closet 288,36,28
Bathroom 319,17,17
Conservatory 330,44,37
Keeping Room 256,26,6
Secret Room 196,47,23
Exercise Room 123,42,28
Bar 187,25,19
Guest Bedroom 270,50,47
Guest Bathroom 32,2,36
Closet 75,40,30
Nursery 117,13,12
Study 48,18,2
Closet 60,9,35
Attic 70,49,18
Wine Cellar 242,33,38
Den 148,48,33
Kitchen 108,19,13
Mud Room 116,50,15
Bedroom 317,19,38
Bonus Room 144,29,31
Storage 236,39,8
Walk-in Closet 299,10,39
Bar 315,36,30
Keeping Room 50,11,47
Sun Room 145,30,34
Walk-in Closet 139,36,2
Nook 271,42,25
Office 316,19,3
Panic Room 309,23,31
Loft 329,1,16
Breakfast Area 329,29,4
Bathroom 311,29,7
Utility Room 346,9,5
Keeping Room 151,20,17
Guest Bedroom 52,23,46
Guest Bathroom 99,50,47
Panic Room 149,31,50
Basement 181,3,11
Secret Room 18,10,17
Breakfast Area 122,30,44
Living Room 14,46,19
Panic Room 84,11,42
Keeping Room 106,43,39
Bar 252,21,13
Nursery 69,32,24
Conservatory 4,32,33
Foyer 169,40,6
Guest Bedroom 341,3,2
Basement 277,6,7
Theater 21,3,25
Walkway 290,13,27
Panic Room 327,8,16
Bonus Room 190,11,43
Breakfast Area 295,20,50
Pantry 326,5,7
Dining Room 64,33,5
Wine Cellar 193,23,38
Music Room 143,46,20
Linen Closet 95,15,35
Guest Bedroom 281,36,6
Bathroom 115,3,37
Closet 217,17,29
Loft 50,5,44
Nook 42,12,35
Foyer 71,41,11
Office 148,50,50
Ballroom 297,35,14
Linen Closet 344,17,2
Music Room 195,24,14
Study 45,39,5
Bar 29,19,15
Secret Room 56,6,16
Den 166,16,20
Game Room 298,44,33
Den 236,1,15
Guest Bathroom 209,36,19
Nook 214,11,48
Bar 229,35,12
Garage 79,43,5
Exercise Room 125,11,37
Secret Room 194,36,40
Basement 176,35,45
Panic Room 134,45,41
Loft 240,28,24
Music Room 271,36,16
Panic Room 140,2,16
Theater 327,16,31
Ballroom 310,36,24
Utility Room 122,10,23
Spare Room 29,24,40
Loft 167,3,7
Parlor 288,18,30
Powder Room 19,36,10
Guest Bedroom 261,14,43
Guest Bedroom 283,14,37
Wine Cellar 113,12,23
Linen Closet 128,50,47
Guest Bedroom 186,46,23
Music Room 320,1,8
Secret Room 145,16,2
Exercise Room 2,26,22
Den 274,18,22
Kitchen 28,44,24
Bonus Room 184,15,41
Mud Room 73,28,18
Bonus Room 340,19,19
Theater 264,28,8
Closet 212,48,2
Nursery 347,36,31
Conservatory 221,19,26
Entryway 241,15,41
Nursery 18,10,26
Guest Bathroom 272,45,14
Theater 55,42,50
Guest Bedroom 165,19,20
Garage 175,49,19
Breakfast Area 211,24,25
Study 89,31,27
Den 95,12,41
Linen Closet 194,37,27
Laundry Room 218,34,2
Music Room 68,35,43
Ballroom 283,12,30
Wine Cellar 275,35,43
Nook 351,18,44
Living Room 22,33,29
Bedroom 288,36,13
Pantry 26,35,33
Loft 307,33,41
Loft 204,19,35
Garage 250,2,33
Sun Room 333,12,5
Bedroom 39,8,10
Nursery 240,33,13
Kitchen 70,24,24
Parlor 63,40,45
Walk-in Closet 259,24,36
Panic Room 230,4,21
Wine Cellar 72,36,20
Music Room 249,15,50
Ballroom 91,13,12
Guest Bedroom 254,39,15
Guest Bedroom 18,6,40
Study 162,23,36
Loft 114,31,33
Basement 63,45,44
Music Room 277,21,9
Library 134,27,11
Garage 105,33,17
Garage 280,8,31
Nursery 202,25,29
Secret Room 255,22,24
Office 190,46,38
Kitchen 46,47,3
Loft 20,14,10
Walk-in Closet 227,3,14
Ballroom 350,19,22
Theater 138,8,41
Office 210,7,33
Den 121,29,17
Bar 93,40,29
Conservatory 76,5,37
Nook 107,3,22
Spare Room 191,30,27
Spare Room 89,28,1
Exercise Room 173,2,23
Loft 242,24,37
Spare Room 91,33,3
Library 261,18,3
Breakfast Area 283,30,44
Storage 31,23,3
Closet 281,33,9
Study 41,24,9
Entryway 232,21,35
Game Room 3,13,38
Ballroom 351,26,15
Keeping Room 46,15,43
Linen Closet 265,22,19
Parlor 217,35,35
Walk-in Closet 64,15,8
Utility Room 92,23,32
Nook 230,36,36
Kitchen 354,25,10
Guest Bathroom 232,35,21
Hallway 31,35,28
Secret Room 311,3,13
Walkway 274,26,8
Pantry 205,16,49
Living Room 247,36,20
Nursery 205,13,35
Storage 310,26,2
Nook 148,36,8
Walk-in Closet 122,43,50
Office 27,15,4
Game Room 100,19,41
Living Room 254,20,21
Entryway 113,30,26
Music Room 158,14,7
Bonus Room 99,20,36
Ballroom 342,24,26
Music Room 203,49,29
Spare Room 124,44,39
Guest Bathroom 6,12,27
Bonus Room 207,6,13
Office 256,35,46
Utility Room 347,7,26
Laundry Room 280,44,44
Laundry Room 122,41,48
Linen Closet 179,3,26
Nook 328,38,31
Conservatory 263,37,28
Laundry Room 117,15,48
Bathroom 36,24,29
Utility Room 87,26,44
Dining Room 172,7,8
Sun Room 97,1,16
Living Room 264,39,21
Sun Room 352,1,33
Linen Closet 157,14,32
Loft 202,28,39
Bathroom 277,24,8
Linen Closet 92,6,4
Garage 227,5,42
Hallway 327,41,16
Keeping Room 288,13,21
Office 121,1,35
Exercise Room 334,30,3
Keeping Room 267,10,32
Exercise Room 138,32,32
Kitchen 338,35,49
Guest Bathroom 250,26,48
Bonus Room 88,36,31
Utility Room 128,10,36
Guest Bathroom 214,37,41
Nook 252,20,40
Nursery 59,17,25
Mud Room 277,13,15
Office 275,37,37
Walk-in Closet 291,47,9
Living Room 85,23,28
Attic 188,22,27
Entryway 1,35,14
Mud Room 122,11,38
Wine Cellar 25,40,20
Keeping Room 213,46,6
Foyer 274,40,2
Nook 206,10,43
Game Room 205,10,8
Linen Closet 54,7,5
Mud Room 151,25,47
Breakfast Area 155,49,25
Nursery 182,26,23
Bedroom 86,37,21
Library 192,35,49
Basement 194,47,39
Breakfast Area 287,42,27
Dining Room 92,50,25
Laundry Room 67,8,27
Sun Room 274,34,33
Ballroom 207,4,6
Study 305,11,35
Parlor 225,43,2
Guest Bedroom 218,4,9
Conservatory 247,12,4
Theater 5,37,15
Ballroom 125,8,34
Library 300,9,49
Living Room 302,8,3
Basement 260,28,3
Wine Cellar 38,14,35
Exercise Room 102,39,26
Living Room 353,35,31
Game Room 233,35,38
Ballroom 116,38,8
Powder Room 269,39,9
Walk-in Closet 84,27,35
Storage 101,10,46
Study 83,7,1
Panic Room 298,38,46
Mud Room 34,50,10
Nursery 313,13,48
Laundry Room 74,28,48
Library 10,43,14
Breakfast Area 87,43,3
Nursery 272,16,22
Storage 126,49,28
Conservatory 208,41,40
Nursery 2,42,16
Nursery 147,24,15
Conservatory 223,6,33
Powder Room 145,3,7
Living Room 80,29,47
Mud Room 299,35,37
Living Room 219,18,44
Wine Cellar 207,25,21
Garage 164,18,37
Storage 206,1,33
Entryway 103,8,37
Conservatory 231,4,22
Walkway 130,18,23
Linen Closet 209,2,9
Study 198,38,23
Office 172,42,43
Music Room 300,34,49
Music Room 96,31,21
Storage 186,7,28
Theater 15,12,18
Hallway 116,46,15
Sun Room 286,19,14
Exercise Room 152,33,2
Panic Room 282,36,35
Attic 302,11,49
Basement 338,45,25
Walk-in Closet 342,14,13
Dining Room 32,3,5
Utility Room 95,31,43
Bathroom 68,26,35
Breakfast Area 24,6,47
Closet 213,6,7
Loft 199,15,16
Linen Closet 221,46,31
Panic Room 285,4,26
Guest Bathroom 53,24,36
Attic 169,45,41
Powder Room 40,6,5
Nook 59,32,45
Ballroom 37,14,40
Theater 128,24,27
Entryway 109,16,6
Pantry 170,11,9
Foyer 166,27,21
Pantry 202,17,10
Mud Room 168,43,13
Living Room 236,19,10
Walkway 24,47,13
Nook 111,17,47
Theater 83,18,24
Walk-in Closet 216,6,49
Theater 101,50,18
Garage 155,12,36
Bathroom 151,17,11
Loft 115,10,42
Nursery 217,11,2
Attic 11,20,25
Ballroom 219,27,36
Walk-in Closet 239,9,1
Walkway 62,48,25
Keeping Room 295,35,18
Sun Room 122,26,49
Loft 335,47,14
Bedroom 36,3,5
Bonus Room 321,33,30
Walk-in Closet 150,41,21
Office 149,47,15
Guest Bedroom 3,35,6
Closet 338,18,23
Theater 151,3,21
Nursery 134,17,49
Storage 7,36,34
Basement 225,28,20
Dining Room 222,44,39
Garage 258,39,16
Spare Room 154,35,12
Conservatory 232,36,2
Basement 155,15,33
Guest Bathroom 134,40,36
Keeping Room 68,15,33
Guest Bathroom 342,44,15
Closet 263,21,49
Breakfast Area 2,20,48
Linen Closet 22,12,31
Nook 168,49,21
Exercise Room 190,35,29
Bar 234,43,38
Foyer 94,25,32
Laundry Room 290,44,16
Parlor 325,22,4
Powder Room 305,48,16
Guest Bedroom 336,48,12
Bonus Room 352,31,35
Wine Cellar 61,30,35
Entryway 3,27,19
Attic 133,45,13
Powder Room 107,15,39
Foyer 106,22,41
Sun Room 124,49,44
Storage 78,22,8
Closet 174,39,8
Breakfast Area 279,31,41
Laundry Room 48,7,45
Bonus Room 139,45,15
Nursery 148,47,44
Walk-in Closet 130,47,8
Nook 342,24,47
Pantry 90,48,1
Spare Room 170,5,46
Library 71,17,21
Secret Room 98,17,11
Basement 44,42,49
Game Room 346,45,9
Nook 257,44,27
Storage 246,26,40
Bedroom 165,50,15
Kitchen 99,1,6
Ballroom 262,26,35
Powder Room 271,49,45
Garage 158,6,5
Bar 233,40,32
Bonus Room 302,5,35
Theater 210,23,9
Closet 35,5,47
Dining Room 35,41,45
Guest Bathroom 130,47,26
Keeping Room 263,36,38
Secret Room 10,12,29
Breakfast Area 293,22,27
Laundry Room 333,46,49
Panic Room 344,11,49
Exercise Room 63,14,37
Panic Room 128,48,1
Nook 121,4,23
Ballroom 22,40,45
Closet 274,42,32
Breakfast Area 313,2,16
Bedroom 307,34,28
Bonus Room 34,28,14
Bar 200,42,20
Attic 307,43,25
Pantry 311,28,37
Library 37,18,32
Sun Room 197,18,35
Nursery 159,26,50
Living Room 204,21,34
Spare Room 288,46,16
Bedroom 207,34,49
Breakfast Area 29,15,6
Pantry 290,20,47
Wine Cellar 324,21,2
Spare Room 341,14,27
Walk-in Closet 313,7,9
Walkway 238,41,2
Storage 333,1,10
Powder Room 36,4,30
Bonus Room 199,27,24
Linen Closet 250,6,6
Office 279,35,46
Wine Cellar 206,5,44
Linen Closet 109,45,23
Guest Bathroom 57,38,22
Hallway 3,8,13
Nook 224,31,34
Den 302,47,29
Spare Room 306,15,28
Office 137,24,47
Game Room 112,47,47
Nook 56,5,41
Entryway 272,46,12
Attic 299,37,47
Office 280,40,22
Conservatory 302,24,7
Bonus Room 9,7,11
Living Room 354,36,11
Living Room 62,24,28
Bedroom 8,1,39
Kitchen 5,24,47
Bar 91,26,46
Attic 262,16,15
Kitchen 267,19,1
Closet 289,48,8
Guest Bathroom 313,20,9
Study 190,23,14
Exercise Room 133,19,3
Keeping Room 37,37,8
Secret Room 285,45,12
Secret Room 110,40,30
Bar 118,46,8
Study 17,9,3
Entryway 12,12,24
Hallway 117,8,18
Game Room 236,30,33
Conservatory 132,34,45
Foyer 183,24,31
Pantry 110,14,27
Entryway 178,47,4
Kitchen 244,37,1
Theater 324,19,32
Bathroom 57,4,20
Study 149,4,22
Den 268,48,47
Guest Bathroom 268,42,23
Dining Room 142,2,29
Dining Room 131,36,23
Walk-in Closet 192,18,3
Linen Closet 257,9,31
Bonus Room 94,19,18
Entryway 193,25,39
Panic Room 287,21,18
Den 267,23,7
Laundry Room 230,36,40
Exercise Room 11,11,26
Mud Room 300,25,48
Attic 88,8,4
Secret Room 189,46,39
Parlor 201,25,34
Game Room 160,27,8
Guest Bathroom 43,44,30
Pantry 107,24,4
Panic Room 341,34,46
Attic 82,25,8
Spare Room 144,36,49
Theater 40,50,5
Conservatory 213,9,14
Bedroom 43,41,32
Den 334,49,17
Keeping Room 338,31,11
Attic 196,34,2
Game Room 250,18,6
Attic 306,24,35
Nursery 342,40,38
Entryway 244,49,33
Dining Room 234,19,43
Game Room 106,5,7
Bathroom 117,49,31
Bedroom 51,45,10
Hallway 76,30,40
Nook 16,49,12
Storage 289,39,5
Living Room 224,42,10
Bedroom 94,26,40
Bedroom 206,47,1
Bedroom 169,8,32
Walkway 91,7,8
Conservatory 33,2,12
Secret Room 94,8,40
Den 92,31,27
Entryway 93,48,50
Guest Bedroom 192,31,44
Wine Cellar 201,5,25
Guest Bathroom 168,37,24
Walkway 284,50,24
Basement 36,5,8
Office 105,11,17
Foyer 215,6,27
Living Room 86,49,30
Nursery 14,10,21
Storage 67,49,42
Powder Room 279,45,26
Foyer 199,47,27
Guest Bathroom 276,45,19
Laundry Room 356,47,14
Secret Room 39,23,1
Wine Cellar 175,5,17
Study 254,33,13
Pantry 262,38,6
Basement 263,45,12
Basement 179,31,32
Entryway 304,12,28
Bathroom 300,31,35
Entryway 343,9,39
Library 102,36,21
Bonus Room 2,42,3
Kitchen 25,47,28
Music Room 114,1,21
Bonus Room 327,4,49
Nursery 149,1,12
Bedroom 246,3,39
Attic 245,46,10
Foyer 267,42,48
Panic Room 43,45,15
Laundry Room 25,20,15
Living Room 30,42,32
Panic Room 239,40,30
Secret Room 341,41,10
Pantry 316,11,10
Secret Room 183,31,37
Dining Room 249,12,35
Exercise Room 310,42,47
Conservatory 109,26,1
Mud Room 259,24,41
Attic 35,33,39
Den 27,16,7
Walkway 256,16,4
Basement 89,18,17
Ballroom 278,20,33
Panic Room 58,47,45
Parlor 44,33,12
Game Room 104,35,35
Game Room 82,10,12
Game Room 5,2,7
Parlor 192,1,13
Guest Bedroom 20,6,34
Spare Room 211,31,33
Bedroom 261,5,21
Spare Room 212,21,36
Nursery 333,13,8
Storage 352,3,6
Walk-in Closet 19,45,43
Garage 84,27,1
Garage 312,3,50
Game Room 345,37,26
Bar 89,10,43
Theater 289,48,46
Wine Cellar 305,42,48
Theater 56,42,26
Den 209,1,35
Walk-in Closet 104,11,18
Kitchen 314,12,10
Laundry Room 42,20,38
Foyer 173,30,41
Loft 299,43,43
Conservatory 173,15,38
Storage 10,30,31
Music Room 250,3,19
Breakfast Area 212,46,16
Guest Bedroom 323,24,18
