ROOM_ID,LENGTH,WIDTH
Powder Room 719,14,28
Storage 753,44,7
Office 538,8,18
Utility Room 1074,41,6
Bonus Room 1047,13,13
Theater 141,33,42
Library 630,46,26
Guest Bathroom 989,41,35
Bathroom 677,12,25
Attic 522,32,47
Walkway 1065,48,25
Bar 698,16,46
Loft 140,21,36
Ballroom 399,16,42
Bathroom 455,29,50
Nook 125,29,20
Den 905,38,44
Utility Room 977,43,22
Study 540,29,41
Parlor 1387,22,31
Office 3,45,5
Ballroom 750,7,32
Den 1219,40,19
Game Room 273,49,47
Walk-in Closet 815,48,41
Bathroom 525,31,16
Storage 386,21,30
Exercise Room 225,48,9
Walkway 1028,11,15
Linen Closet 240,9,38
Living Room 935,32,42
Wine Cellar 1209,41,39
Bathroom 749,31,28
Breakfast Area 320,20,47
Closet 480,46,40
Music Room 1204,29,2
Loft 1071,2,17
Laundry Room 475,6,47
Library 346,40,13
Sun Room 35,46,11
Bonus Room 831,39,49
Bedroom 557,11,50
Nursery 775,42,10
Walk-in Closet 1100,8,45
Bedroom 744,41,19
Office 1088,50,42
Music Room 296,19,49
Loft 982,35,45
Conservatory 149,47,22
Foyer 916,27,11
Office 1293,18,50
Foyer 128,25,50
Panic Room 547,31,26
Den 838,34,26
Mud Room 501,1,33
Nursery 210,37,15
Walkway 735,45,19
Walk-in Closet 618,39,26
Library 1108,42,29
Attic 67,18,3
Dining Room 1032,34,1
Laundry Room 1307,44,14
Panic Room 383,44,20
Basement 527,17,6
Bonus Room 323,33,24
Theater 936,28,28
Wine Cellar 1256,22,44
Breakfast Area 1306,35,4
Panic Room 1103,33,5
Office 529,15,45
Bonus Room 732,48,47
Living Room 294,35,1
Entryway 484,32,3
Library 795,9,8
Utility Room 180,32,28
Utility Room 343,36,26
Guest Bedroom 1301,17,26
Garage 830,31,33
Secret Room 1161,49,7
Exercise Room 33,9,13
Hallway 1174,23,35
Secret Room 1190,9,44
Closet 1361,46,41
Dining Room 56,41,12
Garage 948,19,49
Library 1257,32,21
Laundry Room 1059,41,33
Den 437,36,37
Study 543,32,50
Theater 621,45,31
Game Room 404,16,37
Powder Room 427,47,20
Linen Closet 464,15,3
Nursery 32,8,1
Storage 627,4,38
Walkway 909,13,19
Bathroom 1239,16,49
Panic Room 376,3,48
Hallway 347,35,32
Ballroom 451,21,38
Guest Bathroom 583,36,25
Powder Room 899,48,8
Theater 799,25,26
Nursery 413,26,4
Utility Room 143,19,15
Mud Room 1358,34,50
Bathroom 1091,42,14
Mud Room 963,9,39
Utility Room 505,43,2
Attic 924,25,17
Storage 831,9,7
Exercise Room 338,21,26
Basement 751,9,33
Dining Room 654,14,16
Walkway 143,49,32
Guest Bedroom 636,26,16
Wine Cellar 1139,16,28
Closet 553,1,44
Powder Room 480,40,40
Spare Room 660,37,7
Theater 487,14,19
Bar 557,2,48
Keeping Room 574,41,12
Secret Room 363,37,14
Laundry Room 923,49,24
Foyer 216,38,5
Dining Room 1121,3,43
Basement 477,30,2
Mud Room 156,33,32
Mud Room 704,15,35
Mud Room 429,23,43
Living Room 510,34,31
Walk-in Closet 747,1,17
Mud Room 697,4,49
Parlor 391,18,24
Keeping Room 1136,16,8
Hallway 548,12,13
Den 133,33,47
Basement 1244,45,39
Bar 638,46,12
Ballroom 716,8,9
Breakfast Area 402,3,13
Panic Room 674,32,47
Utility Room 360,5,37
Keeping Room 535,6,39
Theater 679,21,26
Office 673,45,23
Study 804,23,33
Game Room 1264,14,14
Hallway 282,21,4
Library 1006,15,40
Utility Room 1023,23,26
Game Room 1183,50,39
Conservatory 445,3,37
Walk-in Closet 1063,44,6
Guest Bathroom 1345,48,47
Foyer 1223,18,40
Den 484,28,21
Parlor 1050,45,33
Storage 992,6,11
Exercise Room 678,4,38
Mud Room 428,39,8
Garage 1019,9,44
Living Room 631,4,8
Linen Closet 1345,12,35
Nook 761,40,21
Pantry 874,2,34
Pantry 520,38,9
Pantry 768,32,9
Theater 1071,21,35
Bar 97,35,10
Closet 1176,18,1
Nursery 206,14,48
Powder Room 629,5,10
Exercise Room 251,15,11
Attic 1175,43,49
Bar 916,20,25
Office 82,8,24
Theater 496,28,7
Music Room 880,41,8
Ballroom 1348,15,9
Walkway 124,47,20
Bedroom 437,32,19
Study 809,26,8
Study 446,42,45
Music Room 94,14,39
Ballroom 1137,32,22
Bathroom 100,2,37
Conservatory 1182,13,4
Pantry 970,38,8
Entryway 1421,30,30
Living Room 468,20,13
Guest Bedroom 408,29,2
Office 235,41,12
Loft 1324,34,35
Panic Room 285,32,8
Parlor 1352,2,17
Sun Room 45,28,50
Guest Bedroom 1382,42,24
Entryway 936,24,4
Spare Room 99,15,48
Sun Room 1283,49,3
Walk-in Closet 58,38,6
Linen Closet 1203,4,21
Entryway 1221,22,31
Laundry Room 972,29,14
Library 989,49,1
Parlor 1243,29,12
Ballroom 946,14,40
Closet 962,1,34
Theater 1022,15,13
Theater 1067,41,23
Loft 445,50,28
Guest Bedroom 1198,25,24
Nook 572,11,3
Wine Cellar 658,44,26
Guest Bathroom 842,18,49
Pantry 1259,42,4
Sun Room 682,22,2
Kitchen 410,13,8
Loft 838,46,10
Storage 1365,28,49
Game Room 1051,48,21
Parlor 1391,39,22
Mud Room 1107,29,33
Hallway 1256,8,15
Den 244,3,30
Linen Closet 811,47,29
Conservatory 685,11,34
Kitchen 1097,9,26
Sun Room 1264,4,24
Entryway 1322,47,45
Pantry 1236,18,37
Powder Room 43,7,40
Panic Room 757,36,16
Closet 473,20,50
Living Room 703,18,10
Panic Room 910,38,10
Basement 917,45,30
Mud Room 1027,38,40
Parlor 1082,6,48
Secret Room 1155,28,3
Breakfast Area 1165,1,2
Walk-in Closet 1353,7,39
Game Room 1398,48,4
Office 1410,26,41
Exercise Room 1279,31,40
Office 173,49,50
Panic Room 299,29,6
Dining Room 1294,32,48
Breakfast Area 115,20,34
Guest Bathroom 777,7,4
Dining Room 168,12,17
Walk-in Closet 656,31,8
Ballroom 1025,37,47
Exercise Room 199,40,32
Kitchen 1129,40,34
Spare Room 1167,14,37
Foyer 874,20,24
Guest Bathroom 443,8,23
Wine Cellar 808,21,37
Attic 249,22,44
Entryway 992,23,19
Storage 1045,29,32
Basement 407,14,15
Nursery 307,28,39
Library 1296,26,23
Secret Room 156,9,11
Bedroom 1028,41,16
Bonus Room 799,30,5
Walk-in Closet 891,40,6
Conservatory 895,35,30
Kitchen 387,9,11
Nook 318,45,34
Linen Closet 923,30,22
Nursery 651,49,41
Entryway 1109,28,39
Living Room 448,42,2
Library 706,44,41
Nursery 414,14,49
Garage 921,14,39
Nook 1098,4,11
Guest Bathroom 617,32,37
Keeping Room 557,33,18
Hallway 1424,30,19
Bathroom 479,4,35
Hallway 942,31,33
Kitchen 1247,36,39
Bonus Room 1296,34,8
Mud Room 795,50,26
Office 637,21,12
Guest Bathroom 1077,48,40
Conservatory 958,26,38
Office 743,37,41
Wine Cellar 1323,26,41
Sun Room 857,42,24
Sun Room 1067,11,19
Dining Room 169,28,37
Mud Room 143,30,6
Basement 429,11,27
Exercise Room 1274,13,18
Parlor 718,28,16
Wine Cellar 248,47,40
Nursery 772,26,32
Library 640,36,8
Bonus Room 15,25,19
Pantry 458,26,45
Keeping Room 1194,12,44
Pantry 774,20,50
Nook 505,9,36
Exercise Room 36,12,44
Dining Room 479,49,31
Nursery 1333,42,36
Basement 616,28,18
Laundry Room 1393,41,38
Spare Room 303,8,8
Bar 21,21,28
Bar 1211,26,31
Exercise Room 991,22,30
Conservatory 369,3,32
Garage 551,44,42
Guest Bedroom 917,30,20
Storage 486,1,41
Nook 850,3,14
Keeping Room 904,26,1
Loft 194,22,36
Secret Room 720,47,27
Parlor 721,19,7
Bedroom 976,33,40
Utility Room 774,43,23
Theater 975,41,9
Linen Closet 909,46,43
Library 70,40,3
Closet 909,38,25
Exercise Room 505,30,40
Garage 252,11,3
Office 982,44,21
Linen Closet 742,37,2
Hallway 1244,42,28
Ballroom 68,12,37
Powder Room 291,2,8
Walk-in Closet 1170,11,49
Closet 9,34,21
Loft 1359,35,16
Music Room 153,38,21
Spare Room 363,36,41
Exercise Room 384,28,49
Laundry Room 587,9,39
Utility Room 767,38,20
Wine Cellar 1018,47,35
Dining Room 962,36,5
Spare Room 986,41,20
Dining Room 32,47,23
Entryway 131,10,19
Powder Room 892,42,40
Closet 914,21,36
Nook 861,33,43
Study 393,10,42
Panic Room 414,49,7
Wine Cellar 293,21,20
Study 1419,30,40
Bar 682,50,34
Foyer 1066,6,7
Sun Room 1107,19,47
Walk-in Closet 474,38,4
Panic Room 272,36,29
Nook 589,8,36
Conservatory 971,28,1
Walk-in Closet 983,16,33
Ballroom 447,36,26
Linen Closet 6,26,20
Mud Room 517,43,28
Basement 1420,33,4
Keeping Room 346,26,45
Game Room 979,41,46
Breakfast Area 127,4,11
Spare Room 1125,24,6
Exercise Room 26,27,26
Exercise Room 949,47,47
Keeping Room 999,16,26
Guest Bedroom 786,48,36
Laundry Room 762,40,42
Bonus Room 1198,11,23
Attic 718,21,26
Secret Room 1413,35,15
Hallway 59,1,1
Powder Room 1034,3,19
Mud Room 1289,31,7
Guest Bedroom 333,4,7
Attic 500,30,8
Closet 530,17,28
Bar 827,25,1
Basement 446,10,36
Bathroom 1145,30,20
Kitchen 360,24,16
Office 68,14,7
Panic Room 795,6,25
Bonus Room 980,35,6
Music Room 727,50,13
Laundry Room 131,17,50
Parlor 641,19,12
Nursery 1352,9,14
Walkway 445,26,34
Pantry 3,47,25
Bedroom 655,26,38
Foyer 243,42,28
Living Room 630,6,13
Nook 1310,21,43
Bonus Room 248,49,8
Parlor 164,18,5
Conservatory 313,3,32
Storage 349,16,20
Library 182,44,43
Guest Bedroom 810,12,47
Attic 876,4,38
Kitchen 283,20,17
Linen Closet 998,39,11
Sun Room 1028,35,1
Entryway 377,33,49
Study 500,38,36
Laundry Room 193,7,17
Study 1372,50,18
Spare Room 219,45,50
Garage 1386,11,40
Bedroom 853,16,31
Guest Bedroom 721,45,7
Library 215,48,26
Exercise Room 1164,19,9
Loft 1211,40,25
Storage 373,29,13
Walk-in Closet 276,23,22
Attic 1367,13,26
Wine Cellar 1243,49,38
Laundry Room 564,16,32
Office 149,39,24
Bedroom 451,6,20
Foyer 1325,1,12
Spare Room 710,18,45
Living Room 336,32,24
Dining Room 671,35,40
Guest Bedroom 297,8,1
Loft 226,18,4
Hallway 458,49,4
Foyer 1318,29,47
Pantry 24,39,43
Walkway 1193,18,36
Living Room 783,38,39
Keeping Room 681,8,37
Bathroom 699,10,28
Mud Room 307,15,33
Game Room 9,49,38
Pantry 541,36,10
Loft 638,31,41
Walk-in Closet 390,25,46
Utility Room 1303,6,2
Den 1262,49,25
Den 457,10,34
Ballroom 797,32,5
Kitchen 722,8,14
Library 370,24,22
Laundry Room 1210,12,42
Mud Room 1313,44,48
Powder Room 1408,45,4
Bathroom 1199,14,25
Sun Room 486,45,13
Conservatory 312,2,27
Game Room 634,41,47
Foyer 158,1,45
Theater 1129,26,48
Loft 686,22,11
Library 481,50,12
Ballroom 896,8,26
Spare Room 1416,26,17
Walk-in Closet 1132,28,20
Ballroom 181,3,29
Study 973,11,17
Keeping Room 1409,36,19
Mud Room 205,37,9
Bar 96,14,38
Living Room 694,10,43
Parlor 711,15,6
Library 47,2,34
Loft 596,22,38
Ballroom 932,44,8
Loft 1110,14,16
Breakfast Area 553,36,40
Library 1146,2,26
Storage 1159,6,15
Closet 1275,43,17
Laundry Room 111,6,37
Office 386,35,31
Mud Room 618,13,38
Loft 555,38,26
Parlor 1378,18,45
Sun Room 484,25,21
Sun Room 1166,11,13
Conservatory 261,11,50
Laundry Room 869,34,6
Living Room 449,46,43
Powder Room 277,25,22
Bar 388,41,31
Nook 19,40,27
Entryway 1318,15,16
Pantry 964,32,8
Closet 1313,10,26
Study 682,50,35
Linen Closet 60,38,9
Basement 4,48,2
Parlor 534,38,35
Music Room 155,30,24
Exercise Room 1101,18,35
Game Room 319,40,5
Dining Room 474,10,6
Walk-in Closet 1292,19,33
Breakfast Area 724,50,17
Guest Bedroom 581,11,18
Library 231,9,15
Theater 669,8,6
Entryway 98,34,32
Keeping Room 782,24,11
Guest Bedroom 939,5,29
Guest Bedroom 975,31,34
Bonus Room 998,29,49
Music Room 918,42,12
Walkway 3,49,47
Study 748,26,14
Garage 104,22,1
Music Room 1243,13,5
Panic Room 1259,34,43
Wine Cellar 264,44,19
Walkway 1346,23,28
Ballroom 1067,37,32
Secret Room 955,36,9
Mud Room 1316,16,10
Bar 62,10,17
Powder Room 168,12,47
Panic Room 906,39,3
Laundry Room 877,33,22
Parlor 347,10,21
Walkway 1352,31,45
Walkway 1336,17,21
Entryway 596,44,43
Music Room 443,46,33
Den 149,30,41
Powder Room 272,2,41
Mud Room 913,33,47
Loft 224,18,4
Living Room 1253,19,4
Storage 966,47,35
Walk-in Closet 1289,10,28
Music Room 956,34,21
Walk-in Closet 669,42,2
Attic 839,18,31
Parlor 1079,1,35
Secret Room 1094,8,26
Music Room 1124,42,31
Bar 552,1,2
Guest Bathroom 1172,44,44
Attic 1256,16,10
Nook 1322,33,37
Living Room 479,48,30
Game Room 126,24,31
Library 281,42,34
Laundry Room 1257,34,26
Office 649,12,2
Garage 1389,26,13
Study 281,17,13
Laundry Room 593,11,32
Bonus Room 343,7,37
Closet 1112,36,36
Hallway 319,30,25
Bathroom 78,1,42
Bar 1052,17,14
Utility Room 887,7,45
Entryway 1092,5,46
Conservatory 246,24,44
Ballroom 358,47,12
Bar 1054,10,47
Music Room 73,49,3
Study 1203,46,9
Pantry 362,27,21
Basement 108,17,2
Nursery 789,43,12
Hallway 96,2,11
Living Room 1082,37,37
Game Room 1154,5,20
Panic Room 794,35,21
Office 1084,41,23
Powder Room 1188,50,44
Attic 898,44,2
Keeping Room 162,38,7
Living Room 1106,24,19
Linen Closet 325,10,46
Utility Room 283,21,26
Conservatory 999,32,45
Kitchen 1406,45,39
Secret Room 1140,34,28
Pantry 558,43,41
Mud Room 232,3,35
Storage 1164,10,7
Game Room 241,19,12
Spare Room 553,28,13
Foyer 669,31,23
Guest Bedroom 816,46,25
Storage 302,32,47
Study 710,1,36
Laundry Room 127,49,27
Theater 1278,44,47
Loft 1116,5,37
Spare Room 1262,15,21
Exercise Room 34,33,36
Library 786,23,32
Pantry 796,30,32
Walkway 555,23,23
Entryway 493,22,43
Laundry Room 327,12,28
Nursery 604,46,28
Parlor 845,11,34
Attic 944,31,2
Mud Room 1346,37,26
Ballroom 1367,1,47
Breakfast Area 1141,9,7
Mud Room 573,2,10
Mud Room 786,49,9
Bar 270,19,41
Foyer 292,16,33
Pantry 807,3,39
Storage 877,41,38
Walkway 1314,47,5
Bathroom 428,11,30
Laundry Room 486,7,29
Office 989,20,4
Wine Cellar 40,36,17
Secret Room 1036,30,42
Sun Room 885,8,6
Nursery 1328,8,17
Music Room 275,24,19
Wine Cellar 910,1,24
Kitchen 1281,12,48
Walk-in Closet 1093,20,19
Bathroom 1418,44,47
Wine Cellar 959,28,42
Pantry 1081,47,31
Bonus Room 1223,3,25
Living Room 1036,10,2
Secret Room 614,33,2
Walkway 771,20,41
Bathroom 1314,23,10
Nursery 736,19,8
Spare Room 595,1,24
Sun Room 1062,49,27
Powder Room 109,19,5
Mud Room 1344,13,40
Study 44,49,28
Game Room 1221,21,28
Den 620,26,29
Guest Bedroom 1309,45,2
Laundry Room 1232,6,39
Breakfast Area 988,22,5
Walk-in Closet 529,17,7
Bathroom 135,14,41
Spare Room 1038,47,40
Loft 129,1,26
Loft 516,10,15
Nook 243,1,45
Bathroom 1279,33,36
Ballroom 1409,42,22
Laundry Room 706,4,19
Study 714,42,49
Mud Room 334,8,47
Keeping Room 985,4,50
Panic Room 666,22,37
Entryway 760,5,31
Bedroom 91,6,39
Walk-in Closet 644,19,38
Attic 256,3,10
Bathroom 514,36,29
Keeping Room 95,19,39
Office 96,1,16
Den 1155,3,27
Laundry Room 405,48,5
Guest Bedroom 1134,26,40
Basement 1268,38,1
Bar 195,31,34
Kitchen 309,48,5
Exercise Room 319,50,38
Music Room 959,23,39
Utility Room 745,22,21
Sun Room 555,33,8
Bar 384,44,31
Garage 741,11,25
Basement 1250,5,40
Dining Room 702,49,29
Dining Room 1148,2,24
Secret Room 1170,29,36
Game Room 813,25,49
Bar 367,38,30
Entryway 733,7,3
Theater 895,21,20
Keeping Room 1303,41,13
Basement 774,15,10
Panic Room 1370,41,4
Kitchen 1143,31,20
Office 408,50,6
Study 851,10,43
Hallway 968,13,4
Linen Closet 644,43,13
Loft 115,42,2
Loft 238,3,22
Mud Room 1287,11,27
Hallway 214,3,34
Bar 365,47,22
Laundry Room 174,22,24
Dining Room 563,43,10
Keeping Room 940,39,32
Parlor 1075,35,9
Walkway 980,48,10
Sun Room 1088,36,4
Ballroom 1109,2,3
Powder Room 761,41,32
Kitchen 359,30,24
Music Room 109,44,11
Linen Closet 1322,19,10
Guest Bedroom 522,16,41
Basement 145,32,4
Bedroom 277,18,13
Walk-in Closet 51,13,20
Closet 687,19,32
Entryway 411,4,29
Guest Bathroom 418,34,25
Pantry 346,24,2
Conservatory 1148,49,29
Music Room 512,12,22
Bedroom 1346,44,42
Office 1372,11,21
Office 392,29,43
Theater 448,35,26
Powder Room 1297,28,19
Closet 1393,18,47
Spare Room 826,40,38
Breakfast Area 101,32,7
Laundry Room 528,28,17
Bonus Room 1040,41,17
Dining Room 1080,24,18
Utility Room 1185,44,50
Powder Room 790,28,2
Linen Closet 1078,3,17
Bar 1198,2,35
Conservatory 635,22,31
Attic 453,3,4
Panic Room 886,39,28
Guest Bathroom 278,45,22
Den 1223,34,37
Attic 935,40,8
Dining Room 95,7,49
Laundry Room 9,8,40
Attic 1099,44,10
Walk-in Closet 1116,25,28
Living Room 288,37,43
Theater 524,33,21
Utility Room 392,41,27
Secret Room 1127,19,2
Nook 1385,19,16
Loft 79,25,12
Pantry 942,16,2
Utility Room 99,10,28
Theater 629,8,6
Guest Bedroom 208,32,17
Nursery 184,14,33
Panic Room 430,1,8
Dining Room 1140,24,48
Library 105,49,44
Laundry Room 54,49,22
Den 1247,17,38
Secret Room 784,23,36
Walkway 40,22,11
Breakfast Area 143,42,46
Linen Closet 190,32,5
Pantry 170,20,22
Panic Room 348,8,2
Keeping Room 23,19,30
Kitchen 472,46,44
Wine Cellar 666,38,32
Walkway 529,28,43
Nursery 911,5,9
Bonus Room 388,48,45
Laundry Room 916,22,7
Closet 440,11,17
Office 1075,39,37
Hallway 1094,25,10
Conservatory 1313,43,17
Nursery 1128,19,15
Conservatory 364,46,16
Study 912,30,38
Secret Room 1349,11,7
Ballroom 1362,22,8
Garage 457,1,6
Game Room 932,13,2
Loft 993,50,10
Spare Room 769,40,35
Study 1271,20,15
Living Room 532,35,33
Conservatory 833,14,6
Library 1046,7,39
Laundry Room 1351,30,33
Entryway 577,15,23
Mud Room 349,34,47
Kitchen 237,29,35
Bedroom 754,16,43
Ballroom 225,25,7
Linen Closet 989,27,41
Living Room 1371,18,31
Breakfast Area 1204,49,7
Walkway 641,15,3
Kitchen 852,21,18
Loft 1322,17,13
Guest Bathroom 1263,34,41
Breakfast Area 369,4,7
Theater 1102,16,5
Kitchen 1215,39,32
Panic Room 678,23,48
Nook 613,3,9
Bedroom 1387,11,4
Music Room 766,44,29
Walk-in Closet 209,23,47
Walkway 548,3,37
Parlor 917,49,9
Library 1363,37,13
Spare Room 748,29,28
Walkway 1095,28,17
Secret Room 17,42,19
Breakfast Area 518,29,26
Nursery 271,16,27
Walk-in Closet 148,8,42
Foyer 898,18,5
Utility Room 992,24,26
Panic Room 1323,18,4
Powder Room 1191,8,46
Living Room 63,8,32
Nursery 399,45,39
Foyer 180,10,17
Game Room 845,10,12
Loft 1225,28,39
Bar 296,21,2
Closet 336,15,25
Game Room 755,24,8
Conservatory 248,33,10
Kitchen 1404,17,44
Keeping Room 89,22,10
Guest Bathroom 814,47,2
Conservatory 1387,49,30
Exercise Room 569,1,4
Powder Room 596,31,10
Closet 156,9,28
Bedroom 639,32,35
Keeping Room 1232,11,6
Garage 1037,48,45
Guest Bedroom 1362,14,13
Kitchen 652,44,31
Storage 1052,37,22
Conservatory 290,8,43
Hallway 1170,10,8
Garage 152,34,31
Attic 963,9,31
Loft 271,27,12
Mud Room 41,35,4
Wine Cellar 1138,12,20
Ballroom 1302,45,41
Pantry 168,10,36
Office 118,35,2
Secret Room 190,26,46
Bedroom 1121,43,4
Linen Closet 874,47,27
Foyer 593,27,26
Study 96,28,35
Secret Room 647,10,23
Foyer 396,28,31
Guest Bathroom 788,13,6
Closet 1373,18,48
Walk-in Closet 1291,46,4
Guest Bedroom 1419,33,4
Dining Room 364,42,44
Laundry Room 245,22,21
Entryway 802,40,5
Parlor 206,8,21
Nook 1394,41,15
Closet 26,16,50
Foyer 1188,36,22
Living Room 956,10,45
Wine Cellar 205,23,40
Pantry 934,21,14
Mud Room 1280,46,12
Secret Room 761,17,28
Conservatory 355,28,17
Garage 311,18,1
Pantry 327,43,35
Office 872,27,23
Panic Room 1218,45,17
Den 814,50,1
Hallway 1006,4,16
Nook 1172,37,44
Bedroom 840,10,22
Game Room 349,4,42
Laundry Room 347,29,7
Mud Room 1394,21,25
Spare Room 167,28,36
Pantry 195,25,4
Library 20,43,4
Closet 1060,25,41
Bar 677,36,2
Bathroom 371,44,36
Secret Room 285,19,27
Hallway 7,21,11
Laundry Room 1311,49,12
Bedroom 554,29,4
Nook 874,42,34
Study 40,2,14
Office 442,10,42
Mud Room 818,13,40
Attic 1068,34,28
Bathroom 266,1,18
Linen Closet 78,35,19
Conservatory 1042,45,37
Nook 974,31,2
Kitchen 1240,48,5
Exercise Room 833,45,5
Pantry 594,19,31
Basement 1227,31,47
Walkway 1390,45,43
Guest Bedroom 1380,42,24
Garage 583,20,10
Study 502,40,35
Bathroom 617,46,20
Basement 182,35,23
Parlor 633,11,13
Basement 396,32,9
Secret Room 756,28,22
Walk-in Closet 606,10,32
Linen Closet 22,24,50
Loft 506,11,28
Theater 312,17,2
Wine Cellar 308,12,32
Walkway 1211,20,39
Loft 601,28,18
Guest Bedroom 427,6,50
Exercise Room 742,3,36
Closet 215,36,24
Office 113,4,17
Kitchen 300,25,15
Bathroom 1333,50,23
Kitchen 460,17,11
Panic Room 1220,33,36
Pantry 260,14,34
Theater 113,39,29
Bonus Room 1019,44,50
Living Room 1363,50,50
Utility Room 134,16,10
Dining Room 1380,38,25
Utility Room 378,15,37
Spare Room 467,4,36
Basement 167,17,35
Theater 1096,5,42
Hallway 491,22,43
Den 287,27,22
Office 863,20,28
Keeping Room 796,13,10
Guest Bedroom 582,38,21
Panic Room 634,13,14
Walkway 149,35,47
Office 192,11,20
Dining Room 1322,49,4
Bedroom 456,35,1
Foyer 787,33,44
Theater 869,36,43
Guest Bedroom 575,6,1
Storage 95,9,17
Foyer 155,31,7
Basement 288,27,12
Loft 963,30,7
Nook 985,42,13
Walk-in Closet 1378,2,40
Study 769,16,31
Bonus Room 55,18,25
Keeping Room 810,23,40
Sun Room 1152,37,2
Kitchen 1329,27,8
Panic Room 229,26,4
Garage 439,50,47
Sun Room 169,18,50
Dining Room 1125,7,29
Loft 536,40,7
Linen Closet 255,44,9
Foyer 449,15,37
Parlor 98,4,34
Breakfast Area 95,49,29
Garage 460,16,31
Study 624,36,40
Powder Room 556,16,1
Pantry 93,46,40
Linen Closet 307,25,27
Utility Room 771,9,18
Office 141,32,27
Sun Room 645,13,13
Mud Room 1153,43,43
Pantry 1314,4,28
Guest Bedroom 600,48,14
Guest Bathroom 188,17,25
Hallway 401,17,34
Utility Room 973,24,48
Closet 1193,12,24
Pantry 482,45,27
Hallway 1371,6,28
Breakfast Area 588,28,41
Exercise Room 327,12,1
Music Room 887,27,15
Theater 1329,40,39
Bathroom 854,49,38
Wine Cellar 700,32,39
Ballroom 731,28,12
Game Room 32,43,41
Music Room 843,32,28
Theater 858,23,42
Bar 1329,25,24
Basement 648,47,50
Panic Room 998,39,28
Wine Cellar 537,24,47
Walkway 530,6,48
Hallway 798,34,33
Spare Room 801,32,37
Ballroom 1404,1,50
Wine Cellar 462,12,4
Conservatory 737,34,29
Panic Room 1130,25,20
Closet 873,50,26
Game Room 725,27,35
Basement 389,36,25
Music Room 564,18,43
Library 409,35,24
Panic Room 382,43,31
Conservatory 498,5,11
Basement 456,31,22
Nursery 1354,13,13
Living Room 1415,8,6
Bonus Room 491,22,49
Foyer 1048,45,49
Exercise Room 257,11,3
Laundry Room 581,4,18
Living Room 302,24,44
Closet 1127,14,18
Walk-in Closet 1204,3,12
Study 814,3,31
Bathroom 1093,6,23
Sun Room 697,33,10
Keeping Room 599,34,19
Nursery 1186,47,17
Secret Room 562,30,10
Den 446,16,16
Walk-in Closet 723,19,34
Theater 385,13,50
Study 238,33,25
Den 230,24,21
Theater 1357,43,16
Powder Room 267,19,18
Foyer 1338,20,12
Walkway 305,5,39
Office 169,24,43
Nursery 239,11,29
Nook 779,8,49
Guest Bedroom 549,18,6
Living Room 422,34,47
Storage 723,31,10
Bedroom 1193,16,1
Ballroom 169,19,9
Utility Room 652,27,24
Conservatory 82,17,23
Kitchen 675,2,10
Living Room 704,27,10
Walkway 488,10,5
Game Room 555,38,22
Ballroom 65,26,30
Secret Room 27,33,34
Hallway 973,47,37
Hallway 255,47,28
Keeping Room 212,31,3
Powder Room 354,29,6
Bedroom 972,38,24
Keeping Room 1141,37,17
Attic 1329,15,15
Mud Room 515,48,49
Study 1392,39,32
Keeping Room 1301,28,41
Breakfast Area 685,47,3
Keeping Room 912,10,9
Basement 1022,9,15
Hallway 1087,50,4
Pantry 87,39,41
Pantry 483,31,7
Breakfast Area 271,39,7
Game Room 1100,42,39
Exercise Room 302,26,26
Walkway 197,16,21
Laundry Room 308,24,49
Hallway 393,10,22
Den 526,4,34
Linen Closet 843,19,6
Study 958,39,30
Kitchen 1261,50,16
Basement 175,36,31
Bathroom 1243,39,5
Breakfast Area 242,2,4
Parlor 190,25,10
Utility Room 750,23,45
Panic Room 775,50,43
Secret Room 366,50,1
Walkway 269,26,37
Game Room 399,2,7
Mud Room 1380,40,32
Secret Room 935,33,14
Ballroom 448,6,28
Study 23,48,1
Storage 304,11,14
Bathroom 28,30,26
Bonus Room 1181,44,26
Library 941,31,9
Bar 95,8,15
Wine Cellar 306,35,23
Bonus Room 1083,37,10
Game Room 93,30,22
Guest Bedroom 1344,16,14
Bonus Room 465,22,49
Breakfast Area 912,35,16
Exercise Room 369,11,34
Spare Room 187,50,49
Wine Cellar 1012,50,43
Garage 1121,4,45
Breakfast Area 598,9,36
Secret Room 791,36,4
Bedroom 1383,13,25
Bar 339,11,13
Hallway 533,12,49
Wine Cellar 1384,49,30
Game Room 627,16,22
Laundry Room 508,22,50
Office 278,18,33
Utility Room 704,49,2
Secret Room 1240,30,43
Laundry Room 1049,45,19
Mud Room 410,32,43
Den 1256,41,26
Bonus Room 80,27,38
Dining Room 983,1,33
Study 760,5,36
Game Room 618,8,3
Exercise Room 458,20,13
Attic 696,1,26
Conservatory 318,47,31
Conservatory 399,21,2
Storage 466,10,24
Garage 16,26,25
Wine Cellar 598,8,20
Basement 832,18,8
Secret Room 894,5,26
Conservatory 1208,17,47
Music Room 148,25,47
Closet 950,12,14
Hallway 1036,35,16
Walk-in Closet 541,37,31
Study 9,10,38
Guest Bedroom 1072,11,47
Bathroom 1306,10,30
Parlor 345,14,24
Conservatory 904,40,32
Pantry 914,13,12
Keeping Room 766,34,4
Loft 1074,44,43
Panic Room 989,37,2
Panic Room 1126,35,9
Spare Room 617,36,35
Nursery 134,24,3
Game Room 1357,20,37
Basement 897,30,15
Nook 798,45,6
Bathroom 283,41,32
Parlor 1193,37,46
Closet 1375,2,50
